index|titulo|url|mensaje|fecha|m_parsed|chat_gpt_answer|class|año_mes|año
7245|Citación a Reunión por Proyectos Emblemáticos|detalle?id=2636|"Compañeros, citamos este viernes a las 14.00 a una reunión abierta del CEI 2011, en el CEI.

El objetivo es discutir cuáles serán nuestros proyectos emblemáticos. Hemos definido como candidatos (dada la relevancia, costos y las propuestas que nos han dado) los siguientes:
-Semana de la cultura
-Bolsa de trabajo y practicas en el sector publico
-Proyecto Barrio Beauchef
-Feria de ONG's
-Boletín
-Atacama Solar Challenge
-Feria de Medios
-Radio Integral
-Liberación del Conocimiento
-Formula i

Si alguien tiene alguno más, también obviamente pueden llevarlo.


Nos vemos.
CEI 2011"|2010-12-14 16:44:14|Compañeros, citamos este viernes a las 14.00 a una reunión abierta del CEI 2011, en el CEI.   El objetivo es discutir cuáles serán nuestros proyectos emblemáticos. Hemos definido como candidatos (dada la relevancia, costos y las propuestas que nos han dado) los siguientes:  -Semana de la cultura  -Bolsa de trabajo y practicas en el sector publico  -Proyecto Barrio Beauchef  -Feria de ONG's  -Boletín  -Atacama Solar Challenge  -Feria de Medios  -Radio Integral  -Liberación del Conocimiento  -Formula i   Si alguien tiene alguno más, también obviamente pueden llevarlo.    Nos vemos.  CEI 2011|No se detecta sesgo de género en el texto.|0.0|2010_12|2010
7239|Descripción de Cursos EH|detalle?id=2647|"Ver documento en:
afiche_Cursos-EH.pdf"|2010-12-15 16:36:15|Ver documento en: afiche_Cursos-EH.pdf|No hay sesgo de género en el texto proporcionado.|0.0|2010_12|2010
1179|Convocatoria Fondo Concursable Valentín Letelier|detalle?id=44166|La Vicerrectoría de Extensión y Comunicaciones invita a la comunidad a expandir el vínculo de la Universidad de Chile con la ciudadanía a través del Fondo Concursable Valentín Letelier.En esta oportunidad se premiará a las 7 mejores iniciativas, seleccionando 3 proyectos de etapa avanzada, para entregarles un máximo de CLP $ 6.000.000 y 4 proyectos de etapa inicial para entregarles un máximo de CLP$8.000.000.Les invitamos a revisar acuciosamente las nuevas bases del concurso y la Política de Extensión antes de completar el formulario de postulación  enwww.uchile.cl/ ... r/84891/presentacion¡Postula tu proyecto de extensión y sé parte de esta convocatoria!Inscripciones abiertas del 21 de junio al 30 de julio de 2021Si tienes dudas o necesitas asesoría contáctanos en  fvl@u.uchile.cl|2021-07-29 11:10:29|La Vicerrectoría de Extensión y Comunicaciones invita a la comunidad a expandir el vínculo de la Universidad de Chile con la ciudadanía a través del Fondo Concursable Valentín Letelier.En esta oportunidad se premiará a las 7 mejores iniciativas, seleccionando 3 proyectos de etapa avanzada, para entregarles un máximo de CLP $ 6.000.000 y 4 proyectos de etapa inicial para entregarles un máximo de CLP$8.000.000.Les invitamos a revisar acuciosamente las nuevas bases del concurso y la Política de Extensión antes de completar el formulario de postulación  enwww.uchile.cl/ ... r/84891/presentacion¡Postula tu proyecto de extensión y sé parte de esta convocatoria!Inscripciones abiertas del 21 de junio al 30 de julio de 2021Si tienes dudas o necesitas asesoría contáctanos en  fvl@u.uchile.cl|No se detecta sesgo de género en el texto.|0.0|2021_7|2021
1060|Pago 6ª cuota BAE|detalle?id=46162|Estimad@s Estudiantes: De acuerdo a la información enviada por la DirBDE, los resultados de las BAE estarán a partir del 29 de septiembre en Consulta de beneficiosEl pago se efectuará el día 30 a las cuentas informadas por lo/as estudiantes en el formulario de cuentas bancarias. Se recuerda que el pago retroactivo para las (os) estudiantes con nueva asignación de gratuidad (resultados el 28 de agosto) dependerá del ingreso de datos personales a FOCES y bancarios al 31 de marzo. Los estudiantes que hayan ingresado posteriormente les corresponde solo 1 cuota. Saluda Bienestar Estudiantil|2021-09-20 12:22:20|Estimad@s Estudiantes: De acuerdo a la información enviada por la DirBDE, los resultados de las BAE estarán a partir del 29 de septiembre en Consulta de beneficiosEl pago se efectuará el día 30 a las cuentas informadas por lo/as estudiantes en el formulario de cuentas bancarias. Se recuerda que el pago retroactivo para las (os) estudiantes con nueva asignación de gratuidad (resultados el 28 de agosto) dependerá del ingreso de datos personales a FOCES y bancarios al 31 de marzo. Los estudiantes que hayan ingresado posteriormente les corresponde solo 1 cuota. Saluda Bienestar Estudiantil|No se puede detectar sesgo de género en este texto ya que se utiliza lenguaje inclusivo con el uso de la arroba (@) y paréntesis para referirse a ambos géneros.|0.0|2021_9|2021
7260|Becas Ingeniería de Minas 2011|detalle?id=2613|"er afiche:1_AvisoBecas2011_DIMin2.ppt

"|2010-12-09 10:21:09|er afiche:1_AvisoBecas2011_DIMin2.ppt|No, no es posible detectar sesgo de género en un nombre de archivo.|1.0|2010_12|2010
639|Comunicado Matrícula Doble Titulación (articulación pre-postgrado)|detalle?id=52649|"
29 de marzo de 2022.
Estimadas y Estimados Estudiantes,
En relación con la situación del pago de Derechos Básicos para los procesos de matrícula de quienes se encuentran siguiendo programas de postgrado junto con pregrado (doble titulación).
Antecedentes:

La Matrícula de la Universidad de Chile consta de dos partes: Derecho Básico (informalmente llamada matrícula) y el Arancel del programa o carrera al que se adscribe un/una estudiante.
El Derecho Básico es fijado anualmente por Casa Central
El objetivo del Derecho Básico es establecer la relación entre el/la estudiante y nuestra Casa de Estudios, además de su filiación específica con alguno de los programas que imparte.

Históricamente nuestra Facultad ha hecho esfuerzos para facilitar los procesos de doble titulación.
El 28 de diciembre de 2021, a propuesta de nuestra Facultad, el Consejo Universitario aprobó la eliminación del pago de más de un Derecho Básico para estudiantes en procesos de doble titulación. Es decir, quienes se encuentren realizando un programa de postgrado a la vez de uno de pregrado, solo deberán cancelar el Derecho Básico de la carrera de pregrado.
A la fecha, si bien esta moción se encuentra aprobada, no contamos aún con la reglamentación e implementación desde Casa Central que permita formalizar y llevar a la práctica esta iniciativa impulsada y anhelada por parte de nuestra Escuela.
 
Derechos Básicos 2022
Dado lo anterior, les informamos lo siguiente:

Se abrirá un proceso de matrícula especial para estudiantes en doble titulación, a desarrollarse entre el 11 de abril y el 6 de mayo.
Estudiantes en doble titulación que requieran matricularse en el proceso actual, que cierra el 8 de abril de 2022, por favor escribir a postgrado@ing.uchile.cl, con el fin de posibilitar este proceso.
Estudiantes en doble titulación que aún no se hayan inscrito en la lista de registro, por favor hacerlo en: https://forms.gle/ba99DDdyhEJ5KT1x7

Les agradecemos por su comprensión y les deseamos el mayor de los éxitos en sus respectivos estudios.
 
Les saluda cordialmente,
Dirección
Escuela de Postgrado y Educación Continua"|2022-03-29 18:22:29|29 de marzo de 2022. Estimadas y Estimados Estudiantes, En relación con la situación del pago de Derechos Básicos para los procesos de matrícula de quienes se encuentran siguiendo programas de postgrado junto con pregrado (doble titulación). Antecedentes:  La Matrícula de la Universidad de Chile consta de dos partes: Derecho Básico (informalmente llamada matrícula) y el Arancel del programa o carrera al que se adscribe un/una estudiante. El Derecho Básico es fijado anualmente por Casa Central El objetivo del Derecho Básico es establecer la relación entre el/la estudiante y nuestra Casa de Estudios, además de su filiación específica con alguno de los programas que imparte.  Históricamente nuestra Facultad ha hecho esfuerzos para facilitar los procesos de doble titulación. El 28 de diciembre de 2021, a propuesta de nuestra Facultad, el Consejo Universitario aprobó la eliminación del pago de más de un Derecho Básico para estudiantes en procesos de doble titulación. Es decir, quienes se encuentren realizando un programa de postgrado a la vez de uno de pregrado, solo deberán cancelar el Derecho Básico de la carrera de pregrado. A la fecha, si bien esta moción se encuentra aprobada, no contamos aún con la reglamentación e implementación desde Casa Central que permita formalizar y llevar a la práctica esta iniciativa impulsada y anhelada por parte de nuestra Escuela.   Derechos Básicos 2022 Dado lo anterior, les informamos lo siguiente:  Se abrirá un proceso de matrícula especial para estudiantes en doble titulación, a desarrollarse entre el 11 de abril y el 6 de mayo. Estudiantes en doble titulación que requieran matricularse en el proceso actual, que cierra el 8 de abril de 2022, por favor escribir a postgrado@ing.uchile.cl, con el fin de posibilitar este proceso. Estudiantes en doble titulación que aún no se hayan inscrito en la lista de registro, por favor hacerlo en: https://forms.gle/ba99DDdyhEJ5KT1x7  Les agradecemos por su comprensión y les deseamos el mayor de los éxitos en sus respectivos estudios.   Les saluda cordialmente, Dirección  Escuela de Postgrado y Educación Continua|No hay sesgo de género en el texto.|0.0|2022_3|2022
542|Abre Beca Laboral en Sustentabilidad|detalle?id=54145|"Estimad@s,
El Comité por la Sustentabilidad de la Universidad de Chile, les invita a participar de la Convocatoria que abrió recientemente para otorgar una beca laboral a estudiantes que puedan colaborar en apoyo técnico en temas de sustentabilidad y gestión de campus. La beca es por un monto de $200.000 mensuales durante tres meses en jornada de 22 hrs. El proceso cierra este día viernes 13 de mayo.
 
Los esperamos!!
Comité por la Sustentabilidad de la Universidad de Chile"|2022-05-09 16:03:09|Estimad@s, El Comité por la Sustentabilidad de la Universidad de Chile, les invita a participar de la Convocatoria que abrió recientemente para otorgar una beca laboral a estudiantes que puedan colaborar en apoyo técnico en temas de sustentabilidad y gestión de campus. La beca es por un monto de $200.000 mensuales durante tres meses en jornada de 22 hrs. El proceso cierra este día viernes 13 de mayo.     Los esperamos!!  Comité por la Sustentabilidad de la Universidad de Chile|No, no hay sesgo de género en este texto.|0.0|2022_5|2022
6700|Control 1 de MA1001 y MA1002 - Distribución de grupos:|detalle?id=4067|"Control 1 de MA1001 y MA1002 - Distribución de grupos
Por problemas del servidor del DIM la página de Docencia está caída.
La distribución de grupos para los controles de MA1001 y MA1002 del sábado 19 de noviembre, 9 hrs. 

MA1001
grupos_ma1001_2011-2_sec.pdf (76,6 kb)

MA1002
grupos_ma1002_2011-2_sec.pdf (184,0 kb)"|2011-11-17 17:36:17|Control 1 de MA1001 y MA1002 - Distribución de grupos  Por problemas del servidor del DIM la página de Docencia está caída.  La distribución de grupos para los controles de MA1001 y MA1002 del sábado 19 de noviembre, 9 hrs.    MA1001 grupos_ma1001_2011-2_sec.pdf (76,6 kb)   MA1002 grupos_ma1002_2011-2_sec.pdf (184,0 kb)|No hay sesgo de género en este texto.|0.0|2011_11|2011
4401|Encuentra temas para tu memoria en el Web Intelligence Centre (WIC)|detalle?id=13107|"Te invitamos a participar de la charla que realizará el Web Intelligence Centre (WIC) el miércoles 21 de septiembre a las 12:00 en la sala B08 de Beauchef 851, en la cual presentaremos los proyectos de tecnología en los que estamos trabajando, y ¡los temas de memoria en los que podrías participar!.

La asistencia es abierta, pero te pedimos que te inscribas en el siguiente enlace para poder estimar la cantidad de personas:
http://tinyurl.com/inscripcionwic

¡Tendremos pizza y bebidas para compartir!

Te esperamos

"|2016-09-07 17:46:07|Te invitamos a participar de la charla que realizará el Web Intelligence Centre (WIC) el miércoles 21 de septiembre a las 12:00 en la sala B08 de Beauchef 851, en la cual presentaremos los proyectos de tecnología en los que estamos trabajando, y ¡los temas de memoria en los que podrías participar!.   La asistencia es abierta, pero te pedimos que te inscribas en el siguiente enlace para poder estimar la cantidad de personas: http://tinyurl.com/inscripcionwic   ¡Tendremos pizza y bebidas para compartir!   Te esperamos|No se detecta sesgo de género en el texto dado.|0.0|2016_9|2016
603|Sé parte de la innovación: Desafío Aqua365 (miércoles 18:00 hrs)|detalle?id=53217|Beauchefian@:Participa en el lanzamiento del proyecto Aqua365 mañana miércoles 13 de abril a las 18:00 horas a través de la plataforma de Zoom. Durante la sesión, se entregará más información sobre la convocatoria y los requisitos para que puedas participar. Inscripciones abiertas en: FORMULARIO DE INSCRIPCIÓN Aqua365 es un desafío de innovación para estudiantes de educación superior que busca resolver problemáticas relacionadas al acceso del agua de comunidades de las regiones del Biobío y Metropolitana, a través de soluciones innovadoras, replicables y escalables. Esta iniciativa es organizada por la FCFM en conjunto Ingeniería sin Fronteras, OpenBeauchef, y el Centro Avanzado para Tecnologías del Agua CAPTA, y cuenta con la participación de la Universidad de la Frontera, Universidad de Chile, Universidad de Concepción, Universidad Adolfo Ibáñez, Universidad de Playa Ancha, y DUOC UC. Para más información visita https://aqua365.cl/ o síguenos en Instagram @aqua365.chileSubdirección de ComunicacionesFCFM-U. de Chile|2022-04-12 10:57:12|Beauchefian@:Participa en el lanzamiento del proyecto Aqua365 mañana miércoles 13 de abril a las 18:00 horas a través de la plataforma de Zoom. Durante la sesión, se entregará más información sobre la convocatoria y los requisitos para que puedas participar. Inscripciones abiertas en: FORMULARIO DE INSCRIPCIÓN Aqua365 es un desafío de innovación para estudiantes de educación superior que busca resolver problemáticas relacionadas al acceso del agua de comunidades de las regiones del Biobío y Metropolitana, a través de soluciones innovadoras, replicables y escalables. Esta iniciativa es organizada por la FCFM en conjunto Ingeniería sin Fronteras, OpenBeauchef, y el Centro Avanzado para Tecnologías del Agua CAPTA, y cuenta con la participación de la Universidad de la Frontera, Universidad de Chile, Universidad de Concepción, Universidad Adolfo Ibáñez, Universidad de Playa Ancha, y DUOC UC. Para más información visita https://aqua365.cl/ o síguenos en Instagram @aqua365.chileSubdirección de ComunicacionesFCFM-U. de Chile|No se detecta sesgo de género en el texto.|0.0|2022_4|2022
